省庁名,部局名,部局所名,会計名,分類種類名,根拠法令,用途施設名称,所在地,貸付相手方,口座別合計価格　（円）,土地数量　（u）,土地価格　（円）,建物数量（建）　（u）,建物数量（延）　（u）,建物価格　（円）,立木竹価格　（円）,工作物価格　（円）,機械器具価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,偕楽園緑地敷地,北海道札幌市北区北６条西７丁目２０−１外,札幌市,38238080,491.94,38238080,0,0,0,0,0,0,市街化区域,商業地域,80,600
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,北２６条さくら公園敷地（街区公園）,北海道札幌市北区北２６条西９丁目８６５,札幌市,57108402,879.27,57108402,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,北３６条とうひ公園敷地,北海道札幌市北区北３６条西６丁目５番,札幌市,273956,83.98,273956,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,新琴似二番通公園敷地（近隣）,北海道札幌市北区新琴似３条８丁目１９６−２先外,札幌市,5081106,846.69,5081106,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,北１５条すくらむ公園敷地（街区公園）,北海道札幌市東区北１５条東４丁目１０番２２２,札幌市,32907526,486.58,32907526,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,栄町レインボ—公園敷地（街区公園）,北海道札幌市東区北３７条東１４丁目４９６−２,札幌市,44135927,760.35,44135927,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,防火水槽敷地,北海道札幌市東区本町２条２丁目３番１４,札幌市,285860,27.2,285860,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国家公務員共済組合法 第３６条,宿舎敷地,北海道札幌市,国家公務員共済組合連合会,193163570,9203.67,193163570,0,0,0,0,0,0,市街化区域,工業地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,丘珠空港緑地（都市緑地）,北海道札幌市東区栄町９６１番３外,札幌市,1398,1786.99,1398,0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,伏古公園敷地,北海道札幌市東区伏古１条２丁目１番１２、１３番,札幌市,109476240,3487.00,109476240,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,北４９条ミチル公園敷地,北海道札幌市東区北４８条東４丁目６番,札幌市,2487539,237.97,2487539,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,モエレ沼公園敷地（総合公園）,北海道札幌市東区モエレ沼公園９６０番、９６１番１,札幌市,21471636,4013.39,21471636,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,河岸公園敷地（街区公園）,北海道札幌市白石区菊水２条１丁目１５５番１,札幌市,1274582,611.13,1274582,0,0,0,0,0,0,市街化区域,準工業地域,80,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,北郷公園敷地（地区）,北海道札幌市白石区北郷８条９丁目２４４４番１,札幌市,55399,47786.67,55399,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,80
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,豊平公園敷地（地区）,北海道札幌市豊平区豊平５条１３丁目３外,札幌市,645259710,36829.64,644600075,0,0,0,659635,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国家公務員共済組合法 第３６条,宿舎敷地,北海道札幌市,国家公務員共済組合連合会,483681267,10354.04,483681267,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国家公務員共済組合法 第３６条,宿舎敷地,北海道札幌市,国家公務員共済組合連合会,303579666,6849.93,303579666,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,豊中公園敷地,北海道札幌市豊平区中の島２条１丁目５番３外,札幌市,273510373,4814.33,273510373,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,美園保育園敷地,北海道札幌市豊平区美園５条７丁目１５−１,札幌市,113797454,1424.65,113797454,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,月寒公園敷地,北海道札幌市豊平区美園１０条７丁目３１番外,札幌市,94983926,149628.20,94983926,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,警察法 附則第１２項,住宅敷地,北海道札幌市豊平区,北海道,48387726,608.7,48387726,0,0,0,0,0,0,市街化区域,近隣商業地域,80,300
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,平和公園敷地（近隣）,北海道札幌市豊平区月寒西２条７丁目,札幌市,5375910,12069.33,5276271,0,0,0,99637,2,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,札幌市豊平区保育・子育て支援センター敷地,北海道札幌市豊平区月寒東１条４丁目５６７−１のうち,札幌市,129824835,2016.78,129824835,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第１項,西岡高台配水池敷地,北海道札幌市豊平区西岡４条８丁目３１１−１,札幌市,54366,6424.63,54366,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,西岡公園敷地（総合）,北海道札幌市豊平区西岡,札幌市,5986095,296377.29,2508163,0,0,0,3477932,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,月寒さくらんぼ公園（街区）,北海道札幌市豊平区月寒西５条７丁目６２１−２、−３,札幌市,82411628,1548.19,82411628,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,天神山緑地（都市公園）,北海道札幌市豊平区平岸２条１６丁目１７７番３,札幌市,9481021,1109.52,9481021,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,藻岩下公園敷地（近隣）,北海道札幌市南区南３０条西８丁目５１０−１,札幌市,23215643,15272.32,23215643,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,南こども公園敷地（街区）,北海道札幌市南区南３３条西８丁目４６４先,札幌市,9073898,5969.23,9073898,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,南３５条みゆき公園敷地,北海道札幌市南区南３５条西１０丁目３８３−２,札幌市,98226568,2182.84,98226568,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,川沿公園,北海道札幌市南区川沿１４条１丁目４７７−２０先,札幌市,18822,8908.26,18822,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国家公務員共済組合法 第３６条,宿舎敷地,北海道札幌市,国家公務員共済組合連合会,186758658,10355.40,186758658,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国家公務員共済組合法 第３６条,宿舎敷地,北海道札幌市,国家公務員共済組合連合会,62415498,3460.84,62415498,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,南沢あすなろ公園敷地,北海道札幌市南区南沢３条３丁目２０８６番,札幌市,611422,239.5,611422,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,澄川むつみ公園敷地（街区）,北海道札幌市南区澄川１条２丁目４７４先,札幌市,60627079,995.03,60627079,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,下水道法 第３６条,公共下水道管埋設敷地,北海道札幌市南区真駒内本町２丁目１７番８１のうち,札幌市,23120477,802.46,23120477,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国家公務員共済組合法 第３６条,宿舎敷地,北海道札幌市,国家公務員共済組合連合会,605244560,17266.15,605244560,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,藻南公園（総合）,北海道札幌市南区真駒内柏丘１２丁目５９８−３,札幌市,886553,104774.78,886553,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第１項,水道管敷地,北海道札幌市南区石山１条２丁目１２２番１先,札幌市,58824,1597.52,58824,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,簾舞花岡公園敷地,北海道札幌市南区簾舞２条５丁目５５８番３,札幌市,15253193,1779.25,15253193,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,支笏洞爺国立公園敷地（自然公園）,北海道札幌市南区定山渓温泉東４丁目１０１３番２、同番３,北海道,571376,307.78,571376,0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,北海道財務局,本局,一般会計,普通財産,国家公務員共済組合法 第３６条,宿舎敷地,北海道札幌市,国家公務員共済組合連合会,356235083,10660.17,356235083,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,八軒星の子保育園敷地,北海道札幌市西区八軒４条西５丁目９５−３５,社会福祉法人　八軒明星福祉会,84585153,1351.47,84585153,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,農試公園,北海道札幌市西区八軒５条西８丁目９５−３１　外１,札幌市,148481573,96621.74,148140429,0,0,0,341144,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,八軒ルピナス公園用地,北海道札幌市西区八軒６条西２丁目１１４番３２,札幌市,27337274,498.04,27337274,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,発寒大空公園敷地（近隣公園）,北海道札幌市西区発寒４条２丁目９３−１外,札幌市,140893781,16202.24,140893781,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,中洲橋公園用地（街区）,北海道札幌市西区西野１２条８丁目９４６−４外,札幌市,72362617,4708.84,72362617,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,琴似なかよし公園（都市）,北海道札幌市西区琴似３条６丁目６５０番７９,札幌市,65667181,1060.25,65667181,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,五天山公園（総合）,北海道札幌市西区福井５１３番１外,札幌市,1804907,3099.99,1804907,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,馬場公園敷地（近隣）,北海道札幌市厚別区厚別南１丁目９８９−５先,札幌市,21534,1806.98,21534,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,もみじ台北公園敷地（近隣）,北海道札幌市厚別区もみじ台北５丁目１３−２,札幌市,61160,8233.94,61160,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,もみじ台緑地（都市公園）,北海道札幌市厚別区下野幌テクノパーク１丁目２０１８番１外2,札幌市,37439,5145.19,37439,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,野幌森林公園用地（自然）,北海道札幌市厚別区下野幌５０−６先,北海道,746814,50697.56,746814,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,下水道法 第３６条,公共下水道敷地,北海道札幌市厚別区厚別町小野幌６４４番３先,札幌市,17692,1270.83,17692,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,青葉緑地（都市緑地公園）,北海道札幌市厚別区青葉町７丁目７５５−３１,札幌市,5595997,1181.23,5595997,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第１項,上水道管及び流水管敷地,北海道札幌市清田区清田４４７番外,札幌市,4180,2406.40,4180,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第２項第４号,特別養護老人ホ−ム敷地,北海道札幌市清田区北野７条４丁目４０４番,社会福祉法人　厚仁会,101999984,5411.42,101999984,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,平岡公園敷地（総合公園）,海道札幌市清田区平岡公園２７９０番１外4,札幌市,33323313,9133.00,33323313,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,消火栓敷地,北海道室蘭市御前水町２丁目７８−１２,室蘭市,6740,1.26,6740,0,0,0,0,0,0,市街化区域,第二種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,東町５丁目公園（街区）,北海道室蘭市東町５丁目２２のうち,室蘭市,14152152,1359.02,14152152,0,0,0,0,0,0,市街化区域,第二種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第１項,水道管布設敷地,北海道室蘭市港北町５丁目８６−１さき,室蘭市,10069,655.02,10069,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,室蘭岳山麓総合公園敷地（総合）,北海道室蘭市神代町１４３番５外３筆,室蘭市,4471,6967.37,4471,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第１項,水道管路用地,北海道室蘭市天神町３０７番、３０８番,室蘭市,11036,2188.27,11036,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第１項,水道管路用地,北海道室蘭市高平町１３−１先,室蘭市,2139,817.5,2139,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,ふるさとの森公園敷地,北海道室蘭市母恋南町３丁目７６番１、７６番３,室蘭市,23404,3091.39,23404,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,紅葉山児童遊園敷地,北海道夕張市紅葉山５５１番外,夕張市,8557969,2517.69,8557969,0,0,0,0,0,0,非線引,第二種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第２項第７号,清水沢小学校敷地,北海道夕張市清水沢清陵町１９９−１,夕張市,290537,870.6,290537,0,0,0,0,0,0,非線引,第二種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,警察法 附則第１２項,夕張警察署庁舎敷地,北海道夕張市旭町４番６,北海道,12246,196.83,12246,0,0,0,0,0,0,非線引,商業地域,80,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,美園ひなぎく公園（街区）,北海道岩見沢市美園２条８丁目４４番,岩見沢市,2454154,363.16,2454154,0,0,0,0,0,0,非線引,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,利根別自然公園敷地（総合）,北海道岩見沢市緑ケ丘２４３先外,岩見沢市,457450,141331.80,274868,0,0,0,182582,0,0,非線引,第一種住居地域,30,50
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,すずかけ公園敷地（街区）,北海道岩見沢市鳩ケ丘４丁目１７０−１,岩見沢市,7378115,659.86,7378115,0,0,0,0,0,0,非線引,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,用水路敷地,北海道岩見沢市西川町１３４３番２,北海土地改良区,55703,4766.27,55703,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,しらゆり公園敷地（街区）,北海道岩見沢市上幌向南１条４丁目１２７０,岩見沢市,18275663,2152.21,18275663,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,ひまわり公園敷地（街区）,北海道岩見沢市上幌向南２条５丁目１２８０番１,岩見沢市,4711513,745.09,4711513,0,0,0,0,0,0,非線引,第一種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,ため池敷地,北海道岩見沢市宝水町５３５先,北海土地改良区,117144,32975.50,117144,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,７条東あおい公園敷地（街区）,北海道岩見沢市７条東３丁目３−１,岩見沢市,10065294,807.82,10065294,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,0,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,用排水路敷地,北海道岩見沢市西川町１７５番４地先,北海土地改良区,4563,1275.39,4563,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,緑が丘あやめ公園敷地（近隣）,北海道岩見沢緑ヶ丘３丁目１８６番１地先,岩見沢市,326241,1893.80,326241,0,0,0,0,0,0,非線引,第一種低層住居専用地域,40,60
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,鳩が丘記念緑地敷地（都市計画緑地）,北海道岩見沢市総合公園４７番１,岩見沢市,83166,575.92,83166,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,幾春別川リバーパークＮｏ．１０敷地,北海道岩見沢市北本町東１丁目３５番外,岩見沢市,14459596,2142.06,14459596,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,-,-
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,元町公園敷地（都市）,北海道岩見沢市元町２条東４丁目６番、９番,岩見沢市,2150237,863.56,2150237,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,-,-
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,都市公園ウトナイ緑地（都市）,北海道苫小牧市字沼の端字植苗,苫小牧市,4020416,1072581.81,4020416,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,勇払海岸緑地敷地,北海道苫小牧市真砂町１１番４,苫小牧市,30490068,47139.25,30490068,0,0,0,0,0,0,市街化区域,工業専用地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第２項第２号,ひよし保育園敷地,北海道苫小牧市日吉町２丁目５番１５のうち,社会福祉法人　苫小牧市福祉事業協会,25087703,1532.60,25087703,0,0,0,0,0,0,市街化区域,準工業地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,緑ケ丘公園敷地,北海道苫小牧市字高丘２６先,苫小牧市,6841541,5776.58,6841541,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,都市公園「錦大沼公園」敷地,北海道苫小牧市字樽前５３３番１外,苫小牧市,456926,16003.50,456926,0,0,0,0,0,0,市街化区域,準工業地域,60,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,都市公園　錦大沼公園敷地（総合）,北海道苫小牧市字樽前４２１−１地先ほか,苫小牧市,257029,1615.69,257029,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,東明公園（総合）,北海道美唄市字美唄及茶志内７９３１外３,美唄市,151033,48198.44,151033,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第１項,上水道配管布設敷地,北海道芦別市上芦別町　野花南町,芦別市,471598,2219.70,471598,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第１項,水道配水管布設敷地,北海道芦別市上芦別町７２７番２のうち,芦別市,503,67.6,503,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,あずま公園（街区）,北海道芦別市上芦別町５５５外,芦別市,1556125,8731.41,1556125,0,0,0,0,0,0,非線引,第二種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,江別駅前公園敷地（街区公園）,北海道江別市４条７丁目２１番１外,江別市,25444623,943.17,25444623,0,0,0,0,0,0,市街化区域,商業地域,80,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,用排水路敷地,北海道江別市江別太６９１番１０先,北海土地改良区,8629,2598.75,8629,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,野幌総合運動公園（広域）,北海道江別市西野幌１０９２外３,北海道,132463,4429.14,132463,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第２項第７号,赤間小学校敷地,北海道赤平市字豊里３２先,赤平市,15062002,15085.70,15062002,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産特別措置法 第２条第２項第７号,給食センタ−敷地,北海道赤平市字豊里３２先,赤平市,1456541,1146.92,1456541,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,平岸東町公園敷地（街区公園）,北海道赤平市平岸仲町４丁目１７番１,赤平市,380118,588.96,380118,0,0,0,0,0,0,非線引,第二種住居地域,60,200
財務省,北海道財務局,本局,一般会計,普通財産,国有財産法 第２２条第１項第１号,赤平公園敷地（総合）,北海道赤平市美園町２丁目４６番外,赤平市,682602,5439.96,682602,0,0,0,0,0,0,市街化区域,第二種住居地域,60,200
