271,2014,農林水産省,07-01,農林水産統計システムで稼働するプログラムの開発・メンテナンス,農林水産統計システムは、「農林水産統計システムに係る業務・システムの最適化計画」（平成18年３月17日農林水産省行政情報化推進委員会決定。平成22年12月17日改定。）に基づき、平成23年度（平成24年１月）にシステム更新を実施しており、引き続き最適化の取組を実施する。当該投資は、統計情報の作成から提供に至る工程の効率化や加工分析等、統計利用の高度化を推進するとともに、新たな統計ニーズ等に対応した農林水産統計の見直しや政府統計共同利用システムの活用、調査員調査化や郵送・オンライン調査化等、調査手法の変更及び調査内容の簡素・合理化に対応したプログラムの開発・メンテナンスを行うものであり、平成26年度においては、開発２本、メンテナンス11本を実施することとしている。【開発】６次産業化総合調査：平成26年度調査における審査・取りまとめ業務の効率化を図るため、６次産業化総合調査集計プログラム及びＯＣＲデータ変換プログラムの開発を行う。【メンテナンス】農業経営統計調査：「日本型直接支払い」、「担い手総合支援」等の政策の見直しへの対応を行うため、集計プログラムの修正を行う。農業物価統計調査：基準改定（平成27年１月）に伴う新たなコード・品目名の追加及び削除の対応を行うため、集計プログラムの修正を行う。漁業就業動向調査：2013年漁業センサスの結果を踏まえた、調査項目等の見直しへの対応を行うため、集計プログラムの修正を行う。新規就農者調査：調査項目等の見直しへの対応を行うため、集計プログラムの修正を行う。水稲被害定期調査：作期別（早期・普通期）の取りまとめが可能となるよう、集計プログラムの修正を行う。水産加工統計調査：2013年漁業センサス（流通加工調査）の調査対象品目の変更に伴い、集計プログラムの修正を行う。畜産物流通調査：推計方法の変更等への対応を行うため、集計プログラムの修正を行う。調査票プレプリント：調査票の修正に対応するため、プログラムの修正を行う。オンライン調査：オンライン調査に係るデータ登録等の対応を行う。その他修正：制度、政策の変更に対応するため、重要かつ緊急性を要する調査プログラム等の修正を行う。,継続,農林水産統計業務は、「安全な食料の安定供給の確保」、「農林水産業の多面的機能の発揮」、「農林水産業の持続的な発展」、「農山漁村の振興」など農林水産省の重点施策の推進を支えるものとして、①農林漁業経営の状況、②農山漁村・地域の実態や農林水産業従事者の構造、③農林水産物の生産の状況、④農林水産物の流通・加工の状況、⑤農林水産物の消費の状況の５分野を把握するため、28本の統計調査を実施し、その結果を省内政策部局及び国民に広く提供するものである。,統計精度の確保の観点から、段階的に審査・集計を行ったデータを農林水産省本省に集め、全国値の集計・分析を行い、「政府統計共同利用システム」においてその結果を公表・提供する手順としている。,2007,2016,179072000,1516309000
273,2014,農林水産省,05-01,生鮮食料品流通情報システムのＰＦ移行,生鮮システムは、最適化計画に基づく業務・システムの最適化により、平成22年度にレガシーシステムからオープンシステムに見直し、システム運用等経費及び業務処理時間を抑制した。また、次期システムの更改時期に併せて、最適化計画を改定し、提供公表データの拡充等利用者の利便性の向上を実現するとともに、政府共通PFに移行し、システム運用等経費の抑制、大規模災害発生時における安定的なシステムの稼働、最新の情報セキュリティ対策の適用によるシステムの安定的な運用を図る。平成27年4月からの政府共通ＰＦでの運用開始に向け、システム構築を平成26年度に行う。,継続,生鮮食料品流通情報調査は、卸売市場の市況及び入荷量等の実績に関する情報を政策担当部局をはじめ、農林水産省ホームページや普及利用事業者を通じて、生産者・集出荷団体、流通関係者、消費者等に迅速・的確に広く提供することによって、生産、流通及び消費が円滑かつ合理的に行われるとともに、生鮮食料品の需給の均衡と価格の安定に資することを目的として実施するものである。これら生鮮食料品流通情報調査業務等を迅速かつ正確・合理的に業務運営を行う「生鮮食料品流通情報システム」（以下「生鮮システム」という。）について、「生鮮食料品流通情報データ通信システムに係る業務・システムの最適化計画」（平成18年3月17日農林水産省行政情報化推進委員会決定）（以下「最適化計画」という。）に基づき業務・システムの最適化に取組むとともに、「世界最先端ＩＴ国家創造宣言」（平成25年６月14日閣議決定）に基づき政府共通プラットフォーム（以下「政府共通PF」という。）に移行する。,生鮮食料品流通情報調査は、①生鮮食料品が天候や災害の発生等により生産が大きく変動し易く、貯蔵性に乏しいことから価格変動が大きいこと、②生鮮食料品の市況や日別の実績（価格、取扱量）データが、緊急需給調整対策の発動や価格安定対策に必要不可欠なことなどから、青果物市況情報、青果物卸売市場調査（日別調査）、食肉卸売市場調査（日別）、と畜場統計調査(日別）、食鳥市況情報、鶏卵市況情報、青果物卸売市場調査（旬別結果）、青果物旬別卸売数量・価格動向及び畜産物旬別卸売数量・価格動向を迅速かつ的確に公表している。本業務に用いている生鮮システムは、データの収集から編集・集計、公表まで一貫して行うシステムである。,2005,2014,373115000,757762000
286,2014,農林水産省,14-02,経営所得安定対策システムの整備,○経営所得安定対策システムの整備内容は、経営安定対策の制度改正、ユーザーからの改善意見に対応したシステム改修を行うもの。具体的には、各種申請書の入力、交付対象面積の算定、交付金額の算定、各種帳票の印刷、CSV出力、審査登録、交付決定、ADAMSⅡ連携、データ集計等の各機能に改修を行う。○経営所得安定対策の申請者約１２０万件に対して、年間複数回、交付金の支払を短期間に行うためには電算処理システムが必要。システムを導入することにより、事務処理を行う農政局、地域センター、地域協議会等における事務負担の軽減につながる。また、本対策の申請データを、制度設計等に活用するために必要なデータ集計、加工を行う。,新規,○目的：販売価格が生産費を恒常的に下回っている作物を対象として、その差額を交付することにより、農業経営の安定と国内生産力の確保を図る。○対象作物：米、麦、大豆、てん菜、でん粉原料用ばれいしょ、そば、なたね。○交付対象者：販売農家・集落営農,経営所得安定対策の事務処理を行うシステムで、全国の農政局、地域センター、地域協議会等において、毎年度約１２０万件の申請者情報の管理、要件審査、交付金額の算定、交付金の支払い、各種帳票の作成等を行っている。,2014,2014,169248000,169248000
288,2014,農林水産省,14-04,農業農村整備事業総合支援システムの改修,（１）平成27・28年度一般競争（指名競争）参加資格審査の申請（インターネット一元受付）に伴うシステム改修業務・工事にかかる一般競争（指名競争）参加資格審査の申請については、申請者の負担軽減及び行政事務の合理化等を図るため、国土交通省、農林水産省、防衛省等の公共事業実施機関が参加して、インターネット方式による一元申請受付を行っている。平成26年度に予定されている次期受付（平成27・28年度インターネット一元受付）において提供される業者データを、農業農村整備事業総合支援システム（契約事務システム）に取り込むために必要となるシステム改修を行う。経営審査項目等の前回（平成25・26年度参加資格審査）からの変更点に対応するためのシステム改修を行うものであり、これにより業者データを農業農村整備事業総合支援システム（契約事務システム）に取り込み、総合数値計算、資格審査を行えるようにするものである。（２）セキュリティ管理機能に係るシステム改修農業農村整備事業総合支援システムのセキュリティ管理機能について、現行の「農林水産省における情報セキュリティの確保に関する規則」及び「農業農村整備情報ネットワークシステム（ＮＮネットワークシステム）セキュリティポリシー実施手順」に準拠させるためのシステム改修を行う。これにより、農業農村整備事業総合支援システムのセキュリティ管理機能の強化を図るものである。（３）北海道開発局への現場業務支援システム導入に係るシステム改修「国営造成施設の戦略的保全管理のための情報整備について」（平成２４年１１月２９日付農村振興局長名通知）及び同細部運用により、国営土地改良事業で造成された基幹水利施設の各種情報（工事成果物等）について、現場業務支援システム等により整備・活用する方針が示され、北海道開発局で実施している事業データも含めて全国統一的に管理することとなったため、北海道開発局に農業農村整備事業総合支援システム（現場業務支援システム）を新たに導入するためのシステム改修（現行の現場業務支援システムに北海道開発局を追加する改修）を行う。これにより、北海道開発局においても、各地方農政局と同様に、施設情報を電子データで統一的・一元的に保管・管理・共有・利用することができるようになり、国営造成施設のライフサイクルコスト低減を図るストックマネジメント施策の推進に資するものである。,新規,高度情報通信ネットワーク社会形成基本法（ＩＴ基本法）に基づき、農業農村整備事業のライフサイクルの各段階でCALS/ECの取組を推進するため、農業農村整備事業総合支援システムの整備、保守、運用を行い、電子政府の実現を推進する。,農業農村整備事業における業務実績情報の蓄積・公表、入札契約情報の公表、競争参加資格業者情報の管理、業務・工事の積算、業務・工事の契約、事業ライフサイクル（事業計画、調査・測量・設計、工事施工、維持管理、更新）全体のデータ蓄積及び共有等の一連の事務を処理している。,2014,2014,186297000,186297000
290,2014,農林水産省,07-02,国営造成土地改良施設防災情報ネットワークシステムの整備,国営造成土地改良施設が有している観測情報のうち、防災として有用な情報を防災中央データセンターへ集約するため、各土地改良施設においてデータを転送するために必要な設計及び転送用サーバの整備を行う。各地区の整備は平成25年度までに135地区の整備が完了する見込みであり、平成26年度は８地区の整備を行い、平成28年度までに159地区の整備を完了する計画である。防災中央データセンターでは、各地区から送信されたデータを集約するとともに各地区の施設管理者や関係機関向けに防災情報を閲覧できるＷｅｂや観測値が閾値を超過した際に施設管理者や関係機関へメール配信する機能の整備を行い、併せて内閣府の総合防災情報システムへ情報を提供するための設計と整備を行った。防災中央データセンターのシステムは平成22年度末に整備を完了し運用を開始しており、今後は、システムの更新に合わせて、施設管理者や関係機関へ提供する防災情報の改良等を検討する予定である。これらを整備することにより、施設管理者などへ防災情報を提供し、国営造成土地改良施設の被災を未然に防止するとともに、迅速な初動体制の整備を行うことが可能となり地域の防災力の向上に寄与するほか、政府全体で進める内閣府の総合防災情報システムへ防災情報を提供することにより、国の防災情報の充実を図る。,継続,平成16年の激甚な豪雨と10度にわたる台風の上陸、昨今の大規模地震の発生、集中豪雨の頻発化、気候変動の影響による被災リスクの増大の懸念により、防災・減災に対する国民の関心は著しく高まり、迅速かつ総合的な防災対策が求められている。中央防災会議が平成20年7月に決定した「防災対策の重点」では防災情報伝達体制の充実を図ることとされ、災害対策基本法第34条に基づき平成20年2月に作成された「防災基本計画」では、国は気象、海象、水位等の状況を観測し、これらの情報を迅速かつ正確に収集・伝達するための体制及び施設、設備の充実を図るものとされている。また、「自然災害の「犠牲者ゼロ」を目指すための総合プラン」（平成20年4月）では、国民が必要とする防災情報を携帯電話などのモバイル機器やパソコンなどにより、直接に提供する取組を積極的に進めていくこととされている。このため、国営造成土地改良施設が有している防災情報を内閣府の総合防災情報システムへ提供し、国の防災情報の充実を図るとともに、施設管理者や関係機関へ防災情報を提供する。,政府として幅広く防災情報を共有するシステムの整備を体系的に推進するため、内閣府において、各府省庁が防災情報の共有を図るための防災情報総合システムを開発しており、国営造成土地改良施設の固有の観測情報を同システムに提供している。また、国営施設の被災や地域への被害を未然に防止するため、国営施設の気象、水位等の防災情報をWeb等により管理者へ提供し、管理者がより一層的確な操作運用できるようにするとともに、地域防災を担う関係自治体に国営施設の観測情報や気象等の防災情報を提供している。,2007,2016,207172000,3876463000
301,2014,農林水産省,12-01,ネットワークサービスシステムの整備,本システムは「ネットワークサービスシステム」として整備し、コンピュータ・ハードウェア、コンピュータ・ソフトウェア、ネットワーク機器等を導入し、適切に設定・調整することにより、上記「業務・機能概要」に記載した機能を実現するものである。システム整備に当たっては、外部委員を含めた（前）システムの評価委員会（中間評価作業部会）を設置し、機能や能力に関するシステムの評価を実施した後、外部委員を含めたシステムの整備方針に関する検討委員会（設計作業部会）を設置し、（新）システムで実現するべき機能や能力等に関する検討を行い、最終的な整備方針を決定しており、決定された整備方針に基づき主管部署（筑波事務所）において、予算等を勘案しながら整備計画を策定し、実導入を行っている。こうした評価・改善・計画・整備を４年サイクルで行うことにより、ＩＣＴの進展に追随するとともに、農林水産試験研究の推進及び高度化に必要なネットワークサービス・インフラを過不足なく整備することが実現している。本システムの年度毎の投資額（整備経費）は、平成24年度国庫債務負担行為により契約した開発、設置、設定等の費用を含めたリース契約（H25.3～H29.2）であり、整備自体はリース開始時に完了している。（当該契約以降に新たな開発・改修等の投資を行うものではない。）,継続,「農林水産研究基本計画」(平成22年3月30日農林水産技術会議決定)の「技術革新を下支えする研究開発ツールの充実・強化」に基づき、農林水産省が資金提供する研究主体に対し、情報通信ネットワークを利用した研究情報の流通・交流・相互利用を円滑に行うため、ネットワークサービス・インフラの整備・提供を行い、ＩＣＴを有効に利活用することにより農林水産試験研究の推進及び高度化を図る。,約11000名の農林水産研究情報総合センターの登録利用者に対し、農林水産試験研究の推進及び高度化に必要な情報資源（メールサービス、情報共有サービス、Webサービス、ネットワークストレージサービス、大容量ファイル転送システム等のネットワークサービス・インフラと、それを安心して安全に利用するための認証サービス、利用者管理機能、ＩＰアドレス管理機能等）を一体として整備・運用を行う。,2012,2016,101708000,403771000
312,2014,経済産業省,13-01,「人事・給与業務関係情報システム」への移行,府省共通「人事・給与業務関係情報システム」への移行を実施する。（移行計画策定、データ移行、システム移行、平行稼働フォロー、本番切り替え後フォロー等）,継続,経済産業省では、事務の効率化及び担当職員の利便性を図るため、人事、給与及び共済業務の連携を行う共通管理事務システムを構築し運用を行っている。各府省等は、平成１９年８月２４日に各府省情報化統括責任者（CIO）連絡会議において決定された、人事・給与等関係業務・システム最適化計画に基づき、個々に整備運用してきた人事・給与等業務に係る既存システムを廃止し、原則として平成26年度末までに、人事院が開発した国家公務員全体を集中的に管理運用する人事・給与業務関係情報システムを導入することとなった。,採用、人事異動、退職、分限、懲戒、昇格・昇給等による俸給決定、扶養手当・住居手当・通勤手当・単身赴任手当等の申請・認定、給与の支給（月次給与計算、期末・勤勉手当計算、年末調整等）、勤務時間・休暇、人事・給与関係の調査、共済組合の組合員資格及び被扶養者の申告・認定、標準報酬等級の決定などに係る業務,2013,2015,178663000,291463000
316,2014,経済産業省,12-01,経済産業省調査統計システム用機器の更改・移行,「経済産業省調査統計システム」は、総務省が中心となって策定した「統計調査等業務の業務・システム最適化計画」（平成18年3月31日CIO連絡会議決定）に基づき、従来、統計調査ごとに構築・運用していた複数のシステムの機能を集約・再編したシステムである。現行機器の賃貸借契約満了（本契約は、平成26年３月末までであるが、統計調査の業務スケジュールから平成26年11月まで延長することとしている。）にともなう機器リプレースに当たり、政府共通プラットフォームへの移行を念頭に置き、仮想化技術の導入を基本に据えて次期動作環境を導入する。これにより、平成30年度の機器更改までに政府共通プラットフォームへの円滑な移行を可能とする。,継続,統計法に基づき、省内他部局のニーズを踏まえ、他省庁とも連携しつつ、産業の実態を明らかにする品質の高い統計の作成、提供や統計分析を実施するとともに、過去の政策評価や今後の効果的な政策立案等を支援することを通じて、経済産業政策の質を高め、国富の増大を図る。,調査統計グループ所管の統計調査における調査対象名簿の整備、企業・事業所から提出される調査票の受付・審査、調査結果の集計、調査結果表の作成、調査結果の加工・分析等の一連の事務を処理している。なお、オンライン調査の実施及び調査結果表の公表については、政府統計共同システムの機能を利用している。,2012,2018,104212000,198521000
317,2014,経済産業省,04-01,旅費等内部管理業務共通システムの移行,最適化計画に基づき、旅費、謝金・諸手当及び物品管理の各業務の電子化及び各種入力業務の自動化等を可能とする旅費等内部管理業務共通システムを平成２６年度以降全府省に導入する。平成26年度は、平成27年4月の地方支分部局等の運用開始に向け、旅費及び謝金・諸手当システムは職員情報や債主情報を、物品管理システムは管理台帳や物品情報などのデータの移行作業を行う。,継続,「内部管理業務の業務見直し方針」（2003年（平成15年）7月17日各府省情報化統括責任者（CIO）連絡会議決定）に示されている考え方を踏まえつつ、「ITを活用した内部管理業務の抜本的効率化に向けたアクションプラン」（2008年（平成20年）5月30日内部管理業務の抜本的効率化検討チーム決定）の基本的な取組方針、及び「旅費、謝金・諸手当、物品管理及び補助金の各業務・システム最適化に向けた基本方針」（2008年（平成20年）6月30日物品調達､物品管理､謝金・諸手当､補助金及び旅費の各業務･システム最適化計画関係府省連絡調整会議決定）に基づき、「旅費、謝金・諸手当及び物品管理の各業務の最適化計画」（2012年（平成24年）1月17日改定各府省情報化統括責任者（CIO）連絡会議決定）（以下「最適化計画」という。）を作成し、各業務の最適化を図る。,旅費、謝金・諸手当及び物品管理の各業務は、各府省等が実施している以下の業務であり、各府省等において、必要に応じ個々にこれらの事務処理に係るシステムを整備し、運用している。①旅費業務旅行命令、旅費の請求、支出負担行為即支出決定決議等の業務②謝金・諸手当業務謝金・諸手当に係る支出伺い、支出負担行為即支出決定決議等の業務③物品管理業務物品の取得、保管・供用、供用換・物品異動、処分申請、返納・処分等の業務,2004,2014,451760000,2957640000
319,2014,経済産業省/環境省,13-02,ＪＣＭ登録簿,システム名称：ＪＣＭ登録簿整備内容（スケジュール）：平成２５年度プロトタイプ開発による課題の整理、調達計画書・調達仕様書の作成、仕様書等の意見招請、開発事業の入札公告平成２６年度システム開発政策・業務上の効果の概要：本システムはＪＣＭの運用にあたって必要となる、事業者等が所有する財産的価値を持つクレジットを管理するためのもの。（事業者の財産管理という類似の性質を持つ既存のシステム「国別登録簿システム」についても独立システム、独立サーバーを使用し、厳重なセキュリティ管理を行っている。）当該システムは経済産業省と環境省による共同開発である。,継続,我が国は、気候変動問題の解決に向け、海外での温室効果ガス排出削減に貢献できる優れた技術や製品を多く持っている。これら世界に誇る低炭素技術や製品の普及等を積極的に推進し、世界規模での地球温暖化対策を進めていくため、現行の京都メカニズム（「クリーン開発メカニズム）の下では十分に評価がなされていない低炭素技術（省エネ技術、新エネ技術、石炭火力等）の普及等による温室効果ガスの排出削減を適切に評価する新たな仕組みであるＪＣＭの構築を環境省、経済産業省、外務省の３省合同で推進しており、すでに、モンゴル、バングラデシュ、エチオピア、ケニア、モルディブ、ベトナム、ラオス、インドネシア、コスタリカ、パラオの１０カ国と制度の実施について合意されている（平成２６年１月２２日現在）。ＪＣＭの導入は日本再興戦略（平成２５年６月１４日閣議決定）にも定められている。＜参考：日本再興戦略（平成２５年６月１４日閣議決定）抜粋＞○二国間オフセット・クレジット制度の本格導入・本年度から制度の本格的な運用を開始するため、国内での関連制度の整備や国際的な位置付けの確保に向けたロードマップを早急に策定する。,本システムはＪＣＭの運用にあたって、事業者等がプロジェクトの実施により取得したクレジットを管理するシステムである。具体的には、口座管理者の機能として口座開設、ID・パスワード発行、残高・移転明細照会、クレジット発行、クレジット分配機能等を有し、口座保有者の機能としてパスワード変更、口座情報修正、クレジットの移転・償却・取消、移転明細出力、残高照会等を有する。当該システムは、ＪＣＭが本格的に導入された後には、国内事業者及び制度実施国（平成２５年１２月１７日現在で９カ国と署名済み）の事業者に利用されることを見込んでおり、システム調達を開始した平成２５年４月時点の想定では、５年間で署名１０カ国、口座開設者１０００者程度を見込んでいる。,2013,2014,162422000,170946000
320,2014,経済産業省,13-03,省エネ法定期報告書等情報管理システム,省エネ法に基づく特定事業者（約13000）等に係る情報や、当該事業者から提出される定期報告等の各種データを一元的に管理し、エラーチェックを行い、経済産業局職員等のデータ入力・確認・修正・集計作業負荷・コストの大幅軽減・削減を図る。また、高度な分析機能を持たせることにより、法執行業務の迅速化・強化を図る。さらに、当該集計・分析の内容を公表すること等により広く国民・対象事業者等にフィードバックし、省エネルギーへの関心の喚起及び事業者の自主的な省エネルギーの取組等を促進する。これは、電子行政オープンデータ戦略（平成２４年７月4日高度情報通信ネットワーク社会推進戦略本部決定）の内容にも合致するものである。,継続,省エネ法に基づき一定量以上のエネルギーを使用する事業者を指定し、当該事業者に対し、責任者を置いたり、基準に基づき省エネルギーに取り組むことを義務付け、毎年定期報告書や中長期計画書を提出させる。提出させた定期報告書の内容を踏まえ、取組が不十分と判断される事業者に対しては、必要に応じて報告徴収や文書による指導や立入検査等を行い、取組の改善を促す。,省エネ法に基づく、特定事業者、特定連鎖化事業者、特定荷主及び指定工場の名簿、エネルギー管理統括者等の選任・解任届出、定期報告書及び中長期計画書等の受理及び分析について、全国９カ所の地方経済産業局（沖縄については内閣府沖縄総合事務局経済産業部）においてそれぞれ処理を行うとともに、資源エネルギー庁省エネルギー対策課を含む各担当者間で情報共有を行う。国家資格であるエネルギー管理士免状の交付や再交付等について、資源エネルギー庁省エネルギー対策課において処理を行う。,2013,2014,90828000,106788000
321,2014,経済産業省,13-04,特許庁業務・システムの最適化等,「特許庁業務・システム最適化計画」に基づき、平成25～34年度の10年間で、出願の受付から審査・審判・登録・公報発行までの業務全般にわたる効率的な事務処理及び検索のためのシステム全体を刷新する。この際、既存システムは稼働させたまま、①優先的に対応すべき政策事項のシステム対応の実現と、②システム構造の見直し、を同時並行的に実施する。このため、システムを段階的に刷新する方式を採用し、個別システム単位で前記①と②の実施時期を調整しながら刷新を進める。本方式を採用することにより、逐次、優先度の高い政策事項のシステム対応を実現しつつ、運用経費を段階的に節減することが可能となる。また、国内外における制度の改正等に緊急の対応が必要となる場合には、影響を受けるシステムについて必要な改修を行うことにより、システムを利用した効率的な事務処理及び検索を継続的に実施可能とする。,継続,発明、デザイン、ブランドなどの産業財産権の保護・活用を図り、産業の発達に寄与すべく、特許法等の産業財産権制度を運営している。具体的には、(1)産業財産権の適切な付与、(2)産業財産権施策の企画立案、(3)国際的な制度調和と途上国協力の推進、(4)産業財産権制度の見直し、(5)中小企業・大学等に対する支援、(6)産業財産権情報提供の拡充等、我が国産業の発展に向けた取組を行っている。,主な業務は、①出願受付（申請書類等についてオンラインで受付）、②方式審査（申請書類等の方式事項について審査）、③実体審査（先行技術文献等を調査し実体要件の充足を判断した後、その結果等の査定書等を起案）、④登録（登録原簿により特許権等の権利、特許料等の料金を管理）、⑤公報発行（特許等に関する公報を発行するため、出願情報のデータベース、登録原簿から必要なデータを抽出し、公報データを自動編集）、⑥審判（各種請求を受付し、方式を調査し、審理を経て、審決の起案・決裁等を行い、審決書を発送し、公報を発行）からなる。,2013,2022,8710704000,68376314000
323,2014,国土交通省,06-01,公共事業支援システム（電子契約システム（工事・業務））の設計・開発,平成１９年度に実施した詳細設計完了時点以降、総務省開発の電子調達システム側の設計が見直されており、電子調達システムの当初設計を基にして流用する部分を設計している当該システムは、電子調達システムの最終的な設計を受け、流用可能な範囲の見直しを行う必要がある。平成２６年度については、システム開発の前段として、流用可能な範囲の見直しを実施する予定。,継続,公共工事及び建設コンサルタント業務等の契約について、受注者の負担軽減・利便性の向上及び発注者の業務の標準化・効率化・迅速化を達成する。,電子契約システム（工事・業務）は、公共工事及び建設コンサルタント業務等の契約手続きにおいて、契約書の締結、契約書に定める各種通知書の発行、契約内容に関する協議、請負代金の支払い請求の一連の事務を処理する。これらのシステム機能について、物品・役務契約と共通するシステム機能については、総務省が開発する電子調達システムを利用することにより、システム開発費用の軽減を図る。,2006,2017,9060000,812983000
324,2014,国土交通省,07-01,人事・給与関係業務情報システム導入経費,本システム導入のための工程管理、マスター整備、地方機関への講習会、地方機関からのヘルプデスク対応等,継続,ｅ－Ｊａｐａｎ重点計画等に基づき、人事院等が開発を行った「人事・給与関係業務情報システム」を国土交通省（気象庁及び海上保安庁を除く）に導入する経費。,人給システムは、人事管理、給与管理、共済管理、職員からの届出・申請処理等の諸機能を一体化した標準的なシステムを全府省等に導入することにより、①人事・給与等業務の簡素化・合理化、②システムの運用等に係る政府全体の経費の最小限化、③安全性・信頼性の確保及び個人情報の保護を図ることを基本理念とするシステム,2007,2014,409080000,1320382000
326,2014,国土交通省,08-01,管制情報処理システムの整備ターミナルレーダー情報処理システムの整備,電子計算機の処理能力が飛躍的に向上していることを踏まえた処理能力の増強とシステムの信頼性・安定性の確保を前提として、メインフレームを中心として構成された既存システムを、汎用機器及び汎用的な通信技術等を採用してオープン化し、また整備を実施することで、コスト縮減を念頭に置いたハードウェアの更新、ソフトウェアの開発、関係システムとの連接等の整備を段階的かつ計画的に実施するものである。,継続,安全かつ円滑な航空交通を確保するためには、航空管制官等に管制支援情報を適確・円滑・迅速に提供することが不可欠であり、一連の管制情報処理システムを整備・運用・改善することが必要となっている。この管制情報処理システムについては、平成15年3月1日に発生したシステム障害により1600便以上の遅延・欠航を生じさせ、社会活動に多大な影響を及ぼしたことを契機に耐障害性に優れた新たなシステム構築のための検討が行われた。また、同システムは、今後の航空交通量の増大や、国内外のニーズ等への対応についても実現することを求められているところである。このため、国土交通省は、新システムについて、システム最適化計画を策定し、平成20年から整備作業を開始したところであり、平成27年度以降、順次運用を開始することとしている。,航空会社や国内外の各管制機関および気象庁等から提供される飛行計画・気象・運航情報を収集・蓄積するとともに、航空機の運航に必要な情報を作成・配信している。さらに、航空機の位置情報と飛行計画・運航情報等を有機的に処理し、航空機の位置表示データを作成し、航空機の運航支援等に有益な情報を算出・作成している。また、増大する航空交通量に対応するため、防衛省等の関係機関と密接に連携して、最適な空域構成や経路構成の企画・設計に必要なデータを作成し、交通量および混雑空域の予測データを算出し、過度な交通集中を未然に防止するための交通流制御情報を航空管制官等に提供している。そのほか、ターミナルレーダー管制に必要な航空機位置情報と飛行計画・運航情報等を有機的に処理し、航空機の位置表示データを作成すると共に、航空機の管制指示に有益な情報を算出・作成し、最適なヒューマン・マシン・インタフェースで航空管制官に対してリアルタイムに情報を提供している。,2008,2019,16919790000,137825635000
327,2014,国土交通省,08-02,出入管理情報システムの構築,ゲートにおける３点確認は、重要国際埠頭施設の管理者（注）に義務づけられるものであり、その実施にあたってシステムが導入されていない場合には、管理者において制限区域に立ち入ろうとする者の氏名、所属等を管理台帳に記入させること等が必要である。一方、貨物自動車運送事業者等については、複数の施設を利用することが想定され、その都度管理台帳の記入を行うことは、ゲート前混雑を招きかねないため、物流効率性も勘案した全国共通のシステム構築が必要である。出入管理情報システムについては、平成22年度よりプロトタイプ機による試行運転を実施してきたところであるが、平成26年度は現場より要望のあった照合リストのプログラム改良と導入埠頭の拡大を実施する。なお、世界トップレベルの港湾サービスの提供を実現するうえで、3点確認実施は物流効率性や利便性の低下を招きかねないものであるため、国策としてシステムの導入促進が必要である。（注）重要国際埠頭施設の管理者とは、・港湾法に規定される重要港湾における国際埠頭施設（国土交通省令で定める基準に該当しないものを除く）の管理者であり、主に地方自治体や民間企業が施設管理者となる場合が多い。,継続,米国同時多発テロ事件の発生を契機に、国際的な保安の確保のため、海上人命安全条約（ＳＯＬＡＳ条約）が改正され、これに対応した国内法として「国際航海船舶及び国際港湾施設の保安の確保等に関する法律」が成立。港湾分野では、国による立入検査等にて判明した出入管理強化の必要性や海外港湾における高度な出入管理の実施状況等を踏まえ、ゲートにおける３点確認（本人・所属・立入目的の確認）の１００％実施を義務化。セキュリティ水準の強化に伴うゲート前の渋滞発生を緩和するため、国際海上コンテナターミナルへの人の出入り管理を確実かつ円滑に実施可能な出入管理情報システムの導入・運用を推進する。,ゲートにおける３点確認の効率的な実施のため、出入管理情報システム（注１）ではＰＳカード（注２）に格納された情報の読み取り・認証機能を有する。（注１）出入管理情報システムとは、・カードリーダーでPS（PortSecurity）カードを読み取ること等により、制限区域への人の出入りを確実かつ円滑に管理するシステム。・国がトラックドライバー等に対して、PSカードを発行するとともに、主要港のコンテナターミナルに、カードリーダー、リーダー管理用パソコン等を設置する。（注２）PS（PortSecurity）カードとは・国が発行する、出入管理情報システムを利用するために不可欠な全国共通のＩＣカード。・高度に偽造防止対策が施され、本人確認が容易な写真付きのカード（ＩＣチップを内蔵し、識別番号、暗号鍵等を格納）。,2008,2014,350000000,2738775000
